siteservice,facilityid,new facilityid,uniformdatacode
UIS06,CLINE_A_15_2A_W,CLINE_A_15_2A_PT7,PI_T
UIS06,CLINE_A_16_2A_W,CLINE_A_16_2A_PT7,PI_T
UIS06,CLINE_A_1N_2_W,CLINE_A_1N_2_PT7,PI_T
UIS06,CLINE_A_23_2_W,CLINE_A_23_2_PT7,PI_T
UIS06,CLINE_A_26C_2_W,CLINE_A_26C_2_PT7,PI_T
UIS06,CLINE_A_27C_2_W,CLINE_A_27C_2_PT7,PI_T
UIS06,CLINE_A_27N_2_W,CLINE_A_27N_2_PT7,PI_T
UIS06,CLINE_A_28N_2_W,CLINE_A_28N_2_PT7,PI_T
UIS06,CLINE_A_2N_2_W,CLINE_A_2N_2_PT7,PI_T
UIS06,CLINE_A_36_2_W,CLINE_A_36_2_PT7,PI_T
UIS06,CLINE_A_37_2_W,CLINE_A_37_2_PT7,PI_T
UIS06,COBURN_A_28_3_W,COBURN_A_28_3_PT7,PI_T
UIS06,COLCAR_A_18_34_W,COLCAR_A_18_34_PT7,PI_T
UIS06,COLCAR_A_22_34_W,COLCAR_A_22_34_PT7,PI_T
UIS06,COLCAR_A_29_34_W,COLCAR_A_29_34_PT7,PI_T
UIS06,COLCAR_A_2_34_W,COLCAR_A_2_34_PT7,PI_T
UIS06,COLCAR_A_3_34_W,COLCAR_A_3_34_PT7,PI_T
UIS06,COLCAR_A_6_34_W,COLCAR_A_6_34_PT7,PI_T
UIS06,COLCAR_A_7_34_W,COLCAR_A_7_34_PT7,PI_T
UIS06,COORS_B_6_13JI_W,COORS_B_6_13JI_PT7,PI_T
UIS06,COORS_B_6_13_W,COORS_B_6_13_PT7,PI_T
UIS06,COORS_B_6_14JI_W,COORS_B_6_14JI_PT7,PI_T
UIS06,COPPER_A_29_15_W,COPPER_A_29_15_PT7,PI_T
UIS06,COPPER_A_4_15_W,COPPER_A_4_15_PT7,PI_T
UIS06,COPPER_D_1N_15_W,COPPER_D_1N_15_PT7,PI_T
UIS06,COPPER_D_27C_15_W,COPPER_D_27C_15_PT7,PI_T
UIS06,COPPER_D_27N_15_W,COPPER_D_27N_15_PT7,PI_T
UIS06,COPPER_D_28N_15_W,COPPER_D_28N_15_PT7,PI_T
UIS06,COPPER_D_2C_15_W,COPPER_D_2C_15_PT7,PI_T
UIS06,COUL_A_9_12_W,COUL_A_9_12_PT7,PI_T
UIS06,COUL_B_15_12_W,COUL_B_15_12_PT7,PI_T
UIS06,DCAMINO_E_11_26_W,DCAMINO_E_11_26_PT7,PI_T
UIS06,DCAMINO_E_12_26_W,DCAMINO_E_12_26_PT7,PI_T
UIS06,DCAMINO_E_13_26_W,DCAMINO_E_13_26_PT7,PI_T
UIS06,DCAMINO_E_14_26_W,DCAMINO_E_14_26_PT7,PI_T
UIS06,DEBE_B_27_10_W,DEBE_B_27_10_PT7,PI_T
UIS06,DEBE_B_27_15_W,DEBE_B_27_15_PT7,PI_T
UIS06,DEBE_B_27_22_W,DEBE_B_27_22_PT7,PI_T
UIS06,DECH_N_16_11_W,DECH_N_16_11_PT7,PI_T
UIS06,DECH_N_16_5_W,DECH_N_16_5_PT7,PI_T
UIS06,DECH_N_2_16_W,DECH_N_2_16_PT7,PI_T
UIS06,DECH_O_16_3_W,DECH_O_16_3_PT7,PI_T
UIS06,DECH_P_16_4_W,DECH_P_16_4_PT7,PI_T
UIS06,DECH_Q_16_12_W,DECH_Q_16_12_PT7,PI_T
UIS06,DECH_Q_16_14_W,DECH_Q_16_14_PT7,PI_T
UIS06,DECH_Q_W9_W,DECH_Q_W9_PT7,PI_T
UIS06,DEEP_A_15_16_W,DEEP_A_15_16_PT7,PI_T
UIS06,DEEP_A_2_W,DEEP_A_2_PT7,PI_T
UIS06,DEEP_A_7_16_W,DEEP_A_7_16_PT7,PI_T
UIS06,DEEP_B_13N_27_W,DEEP_B_13N_27_PT7,PI_T
UIS06,DEEP_B_14N_27_W,DEEP_B_14N_27_PT7,PI_T
UIS06,DEEP_B_34C_27_W,DEEP_B_34C_27_PT7,PI_T
UIS06,DEEP_B_35C_27_W,DEEP_B_35C_27_PT7,PI_T
UIS06,DEEP_B_36C_27_W,DEEP_B_36C_27_PT7,PI_T
UIS06,DEEP_B_3_22_W,DEEP_B_3_22_PT7,PI_T
UIS06,DEEP_B_4_22_W,DEEP_B_4_22_PT7,PI_T
UIS06,DEEP_B_5_22_W,DEEP_B_5_22_PT7,PI_T
UIS06,DEEP_B_W2_W,DEEP_B_W2_PT7,PI_T
UIS06,DEL_CAM_A_11_14_W,DEL_CAM_A_11_14_PT7,PI_T
UIS06,DEL_CAM_A_13_14_W,DEL_CAM_A_13_14_PT7,PI_T
UIS06,DEL_CAM_A_1_14_W,DEL_CAM_A_1_14_PT7,PI_T
UIS06,DOUTH_G_15_26_W,DOUTH_G_15_26_PT7,PI_T
UIS06,DOUTH_G_16C_27_W,DOUTH_G_16C_27_PT7,PI_T
UIS06,DOUTH_G_16_26_W,DOUTH_G_16_26_PT7,PI_T
UIS06,DOUTH_G_23_26_W,DOUTH_G_23_26_PT7,PI_T
UIS06,DOUTH_G_26C_27_W,DOUTH_G_26C_27_PT7,PI_T
UIS06,DOUTH_G_37_26_W,DOUTH_G_37_26_PT7,PI_T
UIS06,DOUTH_G_38N_27_W,DOUTH_G_38N_27_PT7,PI_T
UIS06,DOUTH_G_39N_27_W,DOUTH_G_39N_27_PT7,PI_T
UIS06,DOUTH_G_40C_27_W,DOUTH_G_40C_27_PT7,PI_T
UIS06,DOUTH_G_40N_27_W,DOUTH_G_40N_27_PT7,PI_T
UIS06,DOUTH_G_41C_27_W,DOUTH_G_41C_27_PT7,PI_T
UIS06,DOUTH_G_8N_27_W,DOUTH_G_8N_27_PT7,PI_T
UIS06,DOUTH_G_9C_27_W,DOUTH_G_9C_27_PT7,PI_T
UIS06,DOUTH_G_9_26_W,DOUTH_G_9_26_PT7,PI_T
UIS06,DREW_A_1_W,DREW_A_1_PT7,PI_T
UIS06,DUNA_A_13_10_W,DUNA_A_13_10_PT7,PI_T
UIS06,DUNA_A_13_15_W,DUNA_A_13_15_PT7,PI_T
UIS06,DUTCHER_A_11_24_W,DUTCHER_A_11_24_PT7,PI_T
UIS06,EDMIST_A_5_4_W,EDMIST_A_5_4_PT7,PI_T
UIS06,ELKHORN_A_2A_W,ELKHORN_A_2A_PT7,PI_T
UIS06,ELKHORN_A_GU2_W,ELKHORN_A_GU2_PT7,PI_T
UIS06,EVAN_A_2_11_W,EVAN_A_2_11_PT7,PI_T
UIS06,EVAN_A_2_14_W,EVAN_A_2_14_PT7,PI_T
UIS06,EVERIST_A_15_10_W,EVERIST_A_15_10_PT7,PI_T
UIS06,EVERIST_A_16_10_W,EVERIST_A_16_10_PT7,PI_T
UIS06,EVERIST_A_23_10_W,EVERIST_A_23_10_PT7,PI_T
UIS06,EVERIST_A_25_10_W,EVERIST_A_25_10_PT7,PI_T
UIS06,EVERIST_A_26_15_W,EVERIST_A_26_15_PT7,PI_T
UIS06,EVERIST_A_34_10_W,EVERIST_A_34_10_PT7,PI_T
UIS06,EVERIST_A_39_10_W,EVERIST_A_39_10_PT7,PI_T
UIS06,EVERIST_B_11_10_W,EVERIST_B_11_10_PT7,PI_T
UIS06,EVERIST_B_12_10_W,EVERIST_B_12_10_PT7,PI_T
UIS06,EVERIST_B_13_10_W,EVERIST_B_13_10_PT7,PI_T
UIS06,EVERIST_B_22_10_W,EVERIST_B_22_10_PT7,PI_T
UIS06,EVERIST_B_33_10_W,EVERIST_B_33_10_PT7,PI_T
UIS06,FERME_C_13_5_W,FERME_C_13_5_PT7,PI_T
UIS06,FERME_C_13_6_W,FERME_C_13_6_PT7,PI_T
UIS06,FLGREEN_A_13C_8_W,FLGREEN_A_13C_8_PT7,PI_T
UIS06,FLGREEN_A_13N_8_W,FLGREEN_A_13N_8_PT7,PI_T
UIS06,FLGREEN_A_14N_8_W,FLGREEN_A_14N_8_PT7,PI_T
UIS06,FLGREEN_A_28C_5_W,FLGREEN_A_28C_5_PT7,PI_T
UIS06,FLGREEN_A_29C_5_W,FLGREEN_A_29C_5_PT7,PI_T
UIS06,FLGREEN_A_30C_5_W,FLGREEN_A_30C_5_PT7,PI_T
UIS06,FLGREEN_A_30N_5_W,FLGREEN_A_30N_5_PT7,PI_T
UIS06,FLGREEN_A_35C_8_W,FLGREEN_A_35C_8_PT7,PI_T
UIS06,FLGREEN_A_35N_8_W,FLGREEN_A_35N_8_PT7,PI_T
UIS06,FLGREEN_A_3N_5_W,FLGREEN_A_3N_5_PT7,PI_T
UIS06,FLGREEN_A_4N_5_W,FLGREEN_A_4N_5_PT7,PI_T
UIS06,FLMNT_A_18N_4_W,FLMNT_A_18N_4_PT7,PI_T
UIS06,FLMNT_A_28N_4_W,FLMNT_A_28N_4_PT7,PI_T
UIS06,FLMNT_A_29C_4_W,FLMNT_A_29C_4_PT7,PI_T
UIS06,FLMNT_A_29N_4_W,FLMNT_A_29N_4_PT7,PI_T
UIS06,FLMNT_A_30C_4_W,FLMNT_A_30C_4_PT7,PI_T
UIS06,FLMNT_A_30N_4_W,FLMNT_A_30N_4_PT7,PI_T
UIS06,FLMNT_A_3C_4_W,FLMNT_A_3C_4_PT7,PI_T
UIS06,FLMNT_A_3N_4_W,FLMNT_A_3N_4_PT7,PI_T
UIS06,FLMNT_A_4N_4_W,FLMNT_A_4N_4_PT7,PI_T
UIS06,FLMNT_A_6N_4_W,FLMNT_A_6N_4_PT7,PI_T
UIS06,FORD_E_16_16_W,FORD_E_16_16_PT7,PI_T
UIS06,FORD_E_9_16_W,FORD_E_9_16_PT7,PI_T
UIS06,FRESH_A_14N_22_W,FRESH_A_14N_22_PT7,PI_T
UIS06,FRESH_A_23N_22_W,FRESH_A_23N_22_PT7,PI_T
UIS06,FRESH_A_28N_15_W,FRESH_A_28N_15_PT7,PI_T
UIS06,FRESH_A_28_22_W,FRESH_A_28_22_PT7,PI_T
UIS06,FRESH_A_29C_15_W,FRESH_A_29C_15_PT7,PI_T
UIS06,FRESH_A_36N_22_W,FRESH_A_36N_22_PT7,PI_T
UIS06,FRESH_A_3N_15_W,FRESH_A_3N_15_PT7,PI_T
UIS06,FRESH_B_13N_15_W,FRESH_B_13N_15_PT7,PI_T
UIS06,FRESH_B_15N_15_W,FRESH_B_15N_15_PT7,PI_T
UIS06,FRESH_B_15_3_W,FRESH_B_15_3_PT7,PI_T
UIS06,FRESH_B_15_6_W,FRESH_B_15_6_PT7,PI_T
UIS06,FRESH_B_16N_15_W,FRESH_B_16N_15_PT7,PI_T
UIS06,FRESH_B_35N_15_W,FRESH_B_35N_15_PT7,PI_T
UIS06,FRESH_B_37C_15_W,FRESH_B_37C_15_PT7,PI_T
UIS06,FRESH_B_37N_15_W,FRESH_B_37N_15_PT7,PI_T
UIS06,FRITZ_D_31_31_W,FRITZ_D_31_31_PT7,PI_T
UIS06,F_FARM_A_13_3_W,F_FARM_A_13_3_PT7,PI_T
UIS06,F_FARM_A_13_6_W,F_FARM_A_13_6_PT7,PI_T
UIS06,F_FARM_A_1_14_W,F_FARM_A_1_14_PT7,PI_T
UIS06,GABEL_A_27N2_5_W,GABEL_A_27N2_5_PT7,PI_T
UIS06,GABEL_A_27N_5_W,GABEL_A_27N_5_PT7,PI_T
UIS06,GABEL_A_28N2_5_W,GABEL_A_28N2_5_PT7,PI_T
UIS06,GABEL_A_28N_5_W,GABEL_A_28N_5_PT7,PI_T
UIS06,GABEL_A_2C_5_W,GABEL_A_2C_5_PT7,PI_T
UIS06,GABEL_A_36C_8_W,GABEL_A_36C_8_PT7,PI_T
UIS06,GABEL_A_36N_8_W,GABEL_A_36N_8_PT7,PI_T
UIS06,GABEL_A_37C_8_W,GABEL_A_37C_8_PT7,PI_T
UIS06,GABEL_A_37N_8_W,GABEL_A_37N_8_PT7,PI_T
UIS06,GEE_A_15C_25_W,GEE_A_15C_25_PT7,PI_T
UIS06,GEE_A_15N_25_W,GEE_A_15N_25_PT7,PI_T
UIS06,GEE_A_16C_25_W,GEE_A_16C_25_PT7,PI_T
UIS06,GEE_A_16N_25_W,GEE_A_16N_25_PT7,PI_T
UIS06,GEE_A_26C_12_W,GEE_A_26C_12_PT7,PI_T
UIS06,GEE_A_27N_12_W,GEE_A_27N_12_PT7,PI_T
UIS06,GEE_A_2C_12_W,GEE_A_2C_12_PT7,PI_T
UIS06,GEE_A_37N_25_W,GEE_A_37N_25_PT7,PI_T
UIS06,GEE_A_8_24_W,GEE_A_8_24_PT7,PI_T
UIS06,GEE_A_9_24_W,GEE_A_9_24_PT7,PI_T
UIS06,GITT_A_29N_28_W,GITT_A_29N_28_PT7,PI_T
UIS06,GITT_A_30C_28_W,GITT_A_30C_28_PT7,PI_T
UIS06,GITT_A_30N_28_W,GITT_A_30N_28_PT7,PI_T
UIS06,GITT_A_3C_28_W,GITT_A_3C_28_PT7,PI_T
UIS06,GITT_A_3N_28_W,GITT_A_3N_28_PT7,PI_T
UIS06,GITT_A_4C_28_W,GITT_A_4C_28_PT7,PI_T
UIS06,GITT_A_4N_28_W,GITT_A_4N_28_PT7,PI_T
UIS06,GNBW_A_31_2_W,GNBW_A_31_2_PT7,PI_T
UIS06,GOULD_B_31_14_W,GOULD_B_31_14_PT7,PI_T
UIS06,GOULD_B_31_5_W,GOULD_B_31_5_PT7,PI_T
UIS06,GOULD_C_31_11_W,GOULD_C_31_11_PT7,PI_T
UIS06,GOULD_C_31_6_W,GOULD_C_31_6_PT7,PI_T
UIS06,GREG_B_12_10_W,GREG_B_12_10_PT7,PI_T
UIS06,GTF_A_6_10_W,GTF_A_6_10_PT7,PI_T
UIS06,GTF_A_6_16JI_W,GTF_A_6_16JI_PT7,PI_T
UIS06,GTF_A_6_23_W,GTF_A_6_23_PT7,PI_T
UIS06,GTF_A_6_4_W,GTF_A_6_4_PT7,PI_T
UIS06,GUER_A_13_7_W,GUER_A_13_7_PT7,PI_T
UIS06,GUER_A_14_7_W,GUER_A_14_7_PT7,PI_T
UIS06,GUER_A_23_7_W,GUER_A_23_7_PT7,PI_T
UIS06,GUER_A_33_7_W,GUER_A_33_7_PT7,PI_T
UIS06,GUER_A_35_7_W,GUER_A_35_7_PT7,PI_T
UIS06,GUNZ_A_11_13_W,GUNZ_A_11_13_PT7,PI_T
UIS06,GUNZ_A_12_13_W,GUNZ_A_12_13_PT7,PI_T
UIS06,GUNZ_A_13_13_W,GUNZ_A_13_13_PT7,PI_T
UIS06,GUNZ_A_14_13_W,GUNZ_A_14_13_PT7,PI_T
UIS06,GUNZ_A_35_13_W,GUNZ_A_35_13_PT7,PI_T
UIS06,GUNZ_B_19_13_W,GUNZ_B_19_13_PT7,PI_T
UIS06,GUNZ_B_22_13_W,GUNZ_B_22_13_PT7,PI_T
UIS06,GWAR_A_16C_27_W,GWAR_A_16C_27_PT7,PI_T
UIS06,GWAR_A_16N_27_W,GWAR_A_16N_27_PT7,PI_T
UIS06,GWAR_A_1N_22_W,GWAR_A_1N_22_PT7,PI_T
UIS06,GWAR_A_26C_22_W,GWAR_A_26C_22_PT7,PI_T
UIS06,GWAR_A_27C_22_W,GWAR_A_27C_22_PT7,PI_T
UIS06,GWAR_A_37C_27_W,GWAR_A_37C_27_PT7,PI_T
UIS06,HAGE_A_10_12_W,HAGE_A_10_12_PT7,PI_T
UIS06,HAGE_A_TRUE_1_W,HAGE_A_TRUE_1_PT7,PI_T
UIS06,HAMLIN_A_12_36_W,HAMLIN_A_12_36_PT7,PI_T
UIS06,HAMLIN_A_21_36_W,HAMLIN_A_21_36_PT7,PI_T
UIS06,HAMLIN_A_22_36_W,HAMLIN_A_22_36_PT7,PI_T
UIS06,HAMLIN_A_32_36_W,HAMLIN_A_32_36_PT7,PI_T
UIS06,HAMLIN_A_3_36_W,HAMLIN_A_3_36_PT7,PI_T
UIS06,HAMLIN_A_4_36_W,HAMLIN_A_4_36_PT7,PI_T
UIS06,HAMLIN_A_5_36_W,HAMLIN_A_5_36_PT7,PI_T
UIS06,HAMLIN_A_6_36_W,HAMLIN_A_6_36_PT7,PI_T
UIS06,HAN_CO_AC_8_36_W,HAN_CO_AC_8_36_PT7,PI_T
UIS06,HARMON_A_R13_36_W,HARMON_A_R13_36_PT7,PI_T
UIS06,HAR_WCL_A_5_1_W,HAR_WCL_A_5_1_PT7,PI_T
UIS06,HEIN_A_2_32_W,HEIN_A_2_32_PT7,PI_T
UIS06,HEIN_A_40_32_W,HEIN_A_40_32_PT7,PI_T
UIS06,HEIN_G_19_11_W,HEIN_G_19_11_PT7,PI_T
UIS06,HEIN_G_19_12_W,HEIN_G_19_12_PT7,PI_T
UIS06,HERFED_A_37_31_W,HERFED_A_37_31_PT7,PI_T
UIS06,HERFED_B_14_7_W,HERFED_B_14_7_PT7,PI_T
UIS06,HERFED_B_15_7_W,HERFED_B_15_7_PT7,PI_T
UIS06,HERMAN_G_32_13_W,HERMAN_G_32_13_PT7,PI_T
UIS06,HERMAN_G_32_14_W,HERMAN_G_32_14_PT7,PI_T
UIS06,HERMAN_G_W1_W,HERMAN_G_W1_PT7,PI_T
UIS06,HERMAN_H_32_32_W,HERMAN_H_32_32_PT7,PI_T
UIS06,HERMAN_H_32_33_W,HERMAN_H_32_33_PT7,PI_T
UIS06,HERM_B_32_15_W,HERM_B_32_15_PT7,PI_T
UIS06,HERM_B_32_16_W,HERM_B_32_16_PT7,PI_T
UIS06,HIGH_C_W1_W,HIGH_C_W1_PT7,PI_T
UIS06,HOPPER_B_10_15_W,HOPPER_B_10_15_PT7,PI_T
UIS06,HOPPER_B_23_15_W,HOPPER_B_23_15_PT7,PI_T
UIS06,HOPPER_B_24_15_W,HOPPER_B_24_15_PT7,PI_T
UIS06,HOPPER_B_43_15_W,HOPPER_B_43_15_PT7,PI_T
UIS06,HO_WE_A_14_33_W,HO_WE_A_14_33_PT7,PI_T
UIS06,HSR_I_13_10A_W,HSR_I_13_10A_PT7,PI_T
UIS06,HSR_K_6_3A_W,HSR_K_6_3A_PT7,PI_T
UIS06,HSR_K_E2_W,HSR_K_E2_PT7,PI_T
UIS06,HSR_M_9_3A_W,HSR_M_9_3A_PT7,PI_T
UIS06,JOCRU_A_10_24_W,JOCRU_A_10_24_PT7,PI_T
UIS06,JOCRU_A_11_24_W,JOCRU_A_11_24_PT7,PI_T
UIS06,JOCRU_A_15_24_W,JOCRU_A_15_24_PT7,PI_T
UIS06,JOCRU_A_1C_24_W,JOCRU_A_1C_24_PT7,PI_T
UIS06,JOCRU_A_23_24_W,JOCRU_A_23_24_PT7,PI_T
UIS06,JOCRU_A_28N_24_W,JOCRU_A_28N_24_PT7,PI_T
UIS06,JOCRU_A_2N_24_W,JOCRU_A_2N_24_PT7,PI_T
UIS06,JOCRU_A_B6_24_W,JOCRU_A_B6_24_PT7,PI_T
UIS06,JOCRU_A_C27N_24_W,JOCRU_A_C27N_24_PT7,PI_T
UIS06,JOCRU_A_J27N_24_W,JOCRU_A_J27N_24_PT7,PI_T
UIS06,JOCRU_A_M6_24_W,JOCRU_A_M6_24_PT7,PI_T
UIS06,JOHNSON_C_32_35_W,JOHNSON_C_32_35_PT7,PI_T
UIS06,JOHN_D_8_7_W,JOHN_D_8_7_PT7,PI_T
UIS06,JOHN_H_13_3_W,JOHN_H_13_3_PT7,PI_T
UIS06,JONES_C_15_1_W,JONES_C_15_1_PT7,PI_T
UIS06,JUNCTION_B_12_2_W,JUNCTION_B_12_2_PT7,PI_T
UIS06,JUNCTION_C_22_2_W,JUNCTION_C_22_2_PT7,PI_T
UIS06,KANUB_B_6_31_W,KANUB_B_6_31_PT7,PI_T
UIS06,KELCAN_A_1_W,KELCAN_A_1_PT7,PI_T
UIS06,KELCAN_A_7_18_W,KELCAN_A_7_18_PT7,PI_T
UIS06,KELMIL_A_C1_W,KELMIL_A_C1_PT7,PI_T
UIS06,KERBS_B_13_1_W,KERBS_B_13_1_PT7,PI_T
UIS06,KERBS_B_13_2_W,KERBS_B_13_2_PT7,PI_T
UIS06,KERBS_B_13_8J8_W,KERBS_B_13_8J8_PT7,PI_T
UIS06,KERBS_B_13_8_W,KERBS_B_13_8_PT7,PI_T
UIS06,KERBS_B_31C_14_W,KERBS_B_31C_14_PT7,PI_T
UIS06,KERBS_B_31N_14_W,KERBS_B_31N_14_PT7,PI_T
UIS06,KERBS_B_32C_14_W,KERBS_B_32C_14_PT7,PI_T
UIS06,KERBS_B_32N_13_W,KERBS_B_32N_13_PT7,PI_T
UIS06,KERBS_B_4C_14_W,KERBS_B_4C_14_PT7,PI_T
UIS06,KERBS_B_5N_14_W,KERBS_B_5N_14_PT7,PI_T
UIS06,KERR_E_14C_25_W,KERR_E_14C_25_PT7,PI_T
UIS06,KERR_E_14N_25_W,KERR_E_14N_25_PT7,PI_T
UIS06,KERR_E_28N_12_W,KERR_E_28N_12_PT7,PI_T
UIS06,KERR_E_29C_12_W,KERR_E_29C_12_PT7,PI_T
UIS06,KERR_E_36C_25_W,KERR_E_36C_25_PT7,PI_T
UIS06,KERR_F_13C_25_W,KERR_F_13C_25_PT7,PI_T
UIS06,KERR_F_13N_25_W,KERR_F_13N_25_PT7,PI_T
UIS06,KERR_F_34C_25_W,KERR_F_34C_25_PT7,PI_T
UIS06,KERR_F_35N_25_W,KERR_F_35N_25_PT7,PI_T
UIS06,KERR_F_4N_12_W,KERR_F_4N_12_PT7,PI_T
UIS06,KING_C_1N_5_W,KING_C_1N_5_PT7,PI_T
UIS06,KING_C_26N2_5_W,KING_C_26N2_5_PT7,PI_T
UIS06,KING_C_26N_5_W,KING_C_26N_5_PT7,PI_T
UIS06,KING_C_27C_5_W,KING_C_27C_5_PT7,PI_T
UIS06,KING_C_37N2_8_W,KING_C_37N2_8_PT7,PI_T
UIS06,KING_C_37N3_8_W,KING_C_37N3_8_PT7,PI_T
UIS06,KING_C_37N_8_W,KING_C_37N_8_PT7,PI_T
UIS06,KING_C_38C_8_W,KING_C_38C_8_PT7,PI_T
UIS06,KING_C_38N_8_W,KING_C_38N_8_PT7,PI_T
UIS06,KITELEY_A_21_27_W,KITELEY_A_21_27_PT7,PI_T
UIS06,KITELEY_A_22_27_W,KITELEY_A_22_27_PT7,PI_T
UIS06,KITELEY_A_3_27_W,KITELEY_A_3_27_PT7,PI_T
UIS06,KITELEY_A_5_27_W,KITELEY_A_5_27_PT7,PI_T
UIS06,KITELEY_A_6_27_W,KITELEY_A_6_27_PT7,PI_T
UIS06,KNAUB_B_1_6_W,KNAUB_B_1_6_PT7,PI_T
UIS06,KNAUB_B_5_6_W,KNAUB_B_5_6_PT7,PI_T
UIS06,KNAUB_B_6_5_W,KNAUB_B_6_5_PT7,PI_T
UIS06,KNAUB_B_L2_6_W,KNAUB_B_L2_6_PT7,PI_T
UIS06,KNAUB_C_2_6_W,KNAUB_C_2_6_PT7,PI_T
UIS06,KNAUB_C_3_6_W,KNAUB_C_3_6_PT7,PI_T
UIS06,KUGEL_C_B1_W,KUGEL_C_B1_PT7,PI_T
UIS06,KUGEL_D_4_3_W,KUGEL_D_4_3_PT7,PI_T
UIS06,KUGEL_D_4_6_W,KUGEL_D_4_6_PT7,PI_T
UIS06,KUGEL_E_4_7_W,KUGEL_E_4_7_PT7,PI_T
UIS06,KUGEL_F_12_18_W,KUGEL_F_12_18_PT7,PI_T
UIS06,KUGEL_F_18_3_W,KUGEL_F_18_3_PT7,PI_T
UIS06,KUGEL_F_18_4_W,KUGEL_F_18_4_PT7,PI_T
UIS06,KUNZ_A_16_6A_W,KUNZ_A_16_6A_PT7,PI_T
UIS06,KUNZ_A_9_6A_W,KUNZ_A_9_6A_PT7,PI_T
UIS06,KUNZ_C_3_8_W,KUNZ_C_3_8_PT7,PI_T
UIS06,LINCOLN_A_1_W,LINCOLN_A_1_PT7,PI_T
UIS06,LINCOLN_B_3_W,LINCOLN_B_3_PT7,PI_T
UIS06,LISA_A_1_W,LISA_A_1_PT7,PI_T
UIS06,LISA_A_2_W,LISA_A_2_PT7,PI_T
UIS06,LONE_A_A_3_W,LONE_A_A_3_PT7,PI_T
UIS06,LONE_A_TRUE_1_W,LONE_A_TRUE_1_PT7,PI_T
UIS06,LUDWIG_I_27_1_W,LUDWIG_I_27_1_PT7,PI_T
UIS06,LUDWIG_I_31_1_1_W,LUDWIG_I_31_1_1_PT7,PI_T
UIS06,LUDWIG_J_6_18_W,LUDWIG_J_6_18_PT7,PI_T
UIS06,LUDWIG_K_3_6_W,LUDWIG_K_3_6_PT7,PI_T
UIS06,LUDWIG_K_6_19_W,LUDWIG_K_6_19_PT7,PI_T
UIS06,MADMAY_A_11_34A_W,MADMAY_A_11_34A_PT7,PI_T
UIS06,MADMAY_A_12_34_W,MADMAY_A_12_34_PT7,PI_T
UIS06,MADMAY_A_13N_3_W,MADMAY_A_13N_3_PT7,PI_T
UIS06,MADMAY_A_13_34_W,MADMAY_A_13_34_PT7,PI_T
UIS06,MADMAY_A_14N_3_W,MADMAY_A_14N_3_PT7,PI_T
UIS06,MADMAY_A_14_34_W,MADMAY_A_14_34_PT7,PI_T
UIS06,MADMAY_A_1_W,MADMAY_A_1_PT7,PI_T
UIS06,MADMAY_A_26N_34_W,MADMAY_A_26N_34_PT7,PI_T
UIS06,MADMAY_A_29C_34_W,MADMAY_A_29C_34_PT7,PI_T
UIS06,MADMAY_A_29N_34_W,MADMAY_A_29N_34_PT7,PI_T
UIS06,MADMAY_A_33_34_W,MADMAY_A_33_34_PT7,PI_T
UIS06,MADMAY_A_34N_3_W,MADMAY_A_34N_3_PT7,PI_T
UIS06,MADMAY_A_35N_3_W,MADMAY_A_35N_3_PT7,PI_T
UIS06,MADMAY_A_36N_3_W,MADMAY_A_36N_3_PT7,PI_T
UIS06,MADMAY_A_3N_34_W,MADMAY_A_3N_34_PT7,PI_T
UIS06,MADMAY_A_4C_34_W,MADMAY_A_4C_34_PT7,PI_T
UIS06,MADMAY_A_4N_34_W,MADMAY_A_4N_34_PT7,PI_T
UIS06,MARTIN_7_36_W,MARTIN_7_36_PT7,PI_T
UIS06,MATSU_A_2_W,MATSU_A_2_PT7,PI_T
UIS06,MATSU_A_5_35_W,MATSU_A_5_35_PT7,PI_T
UIS06,MAYNE_A_1_10_W,MAYNE_A_1_10_PT7,PI_T
UIS06,MAYNE_A_21_10_W,MAYNE_A_21_10_PT7,PI_T
UIS06,MAYNE_A_2_10_W,MAYNE_A_2_10_PT7,PI_T
UIS06,MAYNE_A_7_10_W,MAYNE_A_7_10_PT7,PI_T
UIS06,MAYNE_A_8_10_W,MAYNE_A_8_10_PT7,PI_T
UIS06,MCDON_A_5_3_W,MCDON_A_5_3_PT7,PI_T
UIS06,MCKEL_A_3_18_W,MCKEL_A_3_18_PT7,PI_T
UIS06,MCKEL_C_1_18_W,MCKEL_C_1_18_PT7,PI_T
UIS06,MCKEL_C_2_18_W,MCKEL_C_2_18_PT7,PI_T
UIS06,MILKYWAY_A_18_10_W,MILKYWAY_A_18_10_PT7,PI_T
UIS06,MILKYWAY_A_3_10_W,MILKYWAY_A_3_10_PT7,PI_T
UIS06,MILLER_L_12_7_W,MILLER_L_12_7_PT7,PI_T
UIS06,MILLER_M_13_7_W,MILLER_M_13_7_PT7,PI_T
UIS06,MILLER_N_4_7_W,MILLER_N_4_7_PT7,PI_T
UIS06,MILLER_O_3_7_W,MILLER_O_3_7_PT7,PI_T
UIS06,MILLER_P_5_7_W,MILLER_P_5_7_PT7,PI_T
UIS06,MILLER_Q_6_7_W,MILLER_Q_6_7_PT7,PI_T
UIS06,MILLER_R_10_6_W,MILLER_R_10_6_PT7,PI_T
UIS06,MILLER_R_15_6_W,MILLER_R_15_6_PT7,PI_T
UIS06,MILLER_R_B_1_W,MILLER_R_B_1_PT7,PI_T
