DEVID,FACID,ORDINAL
SUMMIT_A_A1,SUMMIT_A_36C_32O_M1,1106
SUMMIT_A_A1,SUMMIT_A_36C_32W_M1,1206
SUMMIT_A_A1,SUMMIT_A_36C_32_M1,906
SUMMIT_A_A1,SUMMIT_A_36C_32_PT1,3406
SUMMIT_A_A1,SUMMIT_A_36C_32_PT2,3430
SUMMIT_A_A1,SUMMIT_A_36C_32_PT3,3454
SUMMIT_A_A1,SUMMIT_A_36C_32_W,106
SUMMIT_A_A1,SUMMIT_A_36N_32O_M1,1105
SUMMIT_A_A1,SUMMIT_A_36N_32W_M1,1205
SUMMIT_A_A1,SUMMIT_A_36N_32_M1,905
SUMMIT_A_A1,SUMMIT_A_36N_32_PT1,3405
SUMMIT_A_A1,SUMMIT_A_36N_32_PT2,3429
SUMMIT_A_A1,SUMMIT_A_36N_32_PT3,3453
SUMMIT_A_A1,SUMMIT_A_36N_32_W,105
SUMMIT_A_A1,SUMMIT_A_3C_29O_M1,1100
SUMMIT_A_A1,SUMMIT_A_3C_29W_M1,1200
SUMMIT_A_A1,SUMMIT_A_3C_29_M1,900
SUMMIT_A_A1,SUMMIT_A_3C_29_PT1,3400
SUMMIT_A_A1,SUMMIT_A_3C_29_PT2,3424
SUMMIT_A_A1,SUMMIT_A_3C_29_PT3,3448
SUMMIT_A_A1,SUMMIT_A_3C_29_W,100
SUMMIT_A_A1,SUMMIT_A_3N_29O_M1,1102
SUMMIT_A_A1,SUMMIT_A_3N_29W_M1,1202
SUMMIT_A_A1,SUMMIT_A_3N_29_M1,902
SUMMIT_A_A1,SUMMIT_A_3N_29_PT1,3402
SUMMIT_A_A1,SUMMIT_A_3N_29_PT2,3426
SUMMIT_A_A1,SUMMIT_A_3N_29_PT3,3450
SUMMIT_A_A1,SUMMIT_A_3N_29_W,102
SUMMIT_A_A1,SUMMIT_A_A1,-2
SUMMIT_A_A1,SUMMIT_A_ANO2_1,3130
SUMMIT_A_A1,SUMMIT_A_BATT1,3190
SUMMIT_A_A1,SUMMIT_A_BATT1_PT2,3690
SUMMIT_A_A1,SUMMIT_A_ECD1,2800
SUMMIT_A_A1,SUMMIT_A_P1,1700
SUMMIT_A_A1,SUMMIT_A_PAD,3040
SUMMIT_A_A1,SUMMIT_A_PT1,3592
SUMMIT_A_A1,SUMMIT_A_SEP01,2300
SUMMIT_A_A1,SUMMIT_A_SEP01_PT1,3632
SUMMIT_A_A1,SUMMIT_A_SEP01_TT1,3666
SUMMIT_A_A1,SUMMIT_A_SEP02,2301
SUMMIT_A_A1,SUMMIT_A_SEP02_PT1,3633
SUMMIT_A_A1,SUMMIT_A_SEP02_TT1,3667
SUMMIT_A_A1,SUMMIT_A_SEP03,2302
SUMMIT_A_A1,SUMMIT_A_SEP03_PT1,3644
SUMMIT_A_A1,SUMMIT_A_SEP03_TT1,3668
SUMMIT_A_A1,SUMMIT_A_SEP04,2303
SUMMIT_A_A1,SUMMIT_A_SEP04_PT1,3645
SUMMIT_A_A1,SUMMIT_A_SEP04_TT1,3669
SUMMIT_A_A1,SUMMIT_A_SEP05,2304
SUMMIT_A_A1,SUMMIT_A_SEP05_PT1,3646
SUMMIT_A_A1,SUMMIT_A_SEP05_TT1,3670
SUMMIT_A_A1,SUMMIT_A_SEP06,2305
SUMMIT_A_A1,SUMMIT_A_SEP06_PT1,3647
SUMMIT_A_A1,SUMMIT_A_SEP06_TT1,3671
SUMMIT_A_A1,SUMMIT_A_SEP07,2306
SUMMIT_A_A1,SUMMIT_A_SEP07_PT1,3648
SUMMIT_A_A1,SUMMIT_A_SEP07_TT1,3672
SUMMIT_A_A1,SUMMIT_A_T1,1650
SUMMIT_A_A1,SUMMIT_A_VRU1,2700
SUMMIT_A_A1,SUMMIT_A_VRU2,2701
SUMMIT_A_A1,SUMMIT_A_VRU_M1,924
SUMMIT_A_A2,SUMMIT_A_14C_32O_M1,1103
SUMMIT_A_A2,SUMMIT_A_14C_32W_M1,1203
SUMMIT_A_A2,SUMMIT_A_14C_32_M1,903
SUMMIT_A_A2,SUMMIT_A_14C_32_PLG,403
SUMMIT_A_A2,SUMMIT_A_14C_32_W,103
SUMMIT_A_A2,SUMMIT_A_28C_29O_M1,1104
SUMMIT_A_A2,SUMMIT_A_28C_29W_M1,1204
SUMMIT_A_A2,SUMMIT_A_28C_29_M1,904
SUMMIT_A_A2,SUMMIT_A_28C_29_PLG,404
SUMMIT_A_A2,SUMMIT_A_28C_29_W,104
SUMMIT_A_A2,SUMMIT_A_35N_32O_M1,1101
SUMMIT_A_A2,SUMMIT_A_35N_32W_M1,1201
SUMMIT_A_A2,SUMMIT_A_35N_32_M1,901
SUMMIT_A_A2,SUMMIT_A_35N_32_PLG,401
SUMMIT_A_A2,SUMMIT_A_35N_32_W,101
SUMMIT_A_A2,SUMMIT_A_36N_32O_M1,1105
SUMMIT_A_A2,SUMMIT_A_36N_32W_M1,1205
SUMMIT_A_A2,SUMMIT_A_36N_32_M1,905
SUMMIT_A_A2,SUMMIT_A_36N_32_PLG,405
SUMMIT_A_A2,SUMMIT_A_36N_32_W,105
SUMMIT_A_A2,SUMMIT_A_3C_29O_M1,1100
SUMMIT_A_A2,SUMMIT_A_3C_29W_M1,1200
SUMMIT_A_A2,SUMMIT_A_3C_29_M1,900
SUMMIT_A_A2,SUMMIT_A_3C_29_PLG,400
SUMMIT_A_A2,SUMMIT_A_3C_29_W,100
SUMMIT_A_A2,SUMMIT_A_3N_29O_M1,1102
SUMMIT_A_A2,SUMMIT_A_3N_29W_M1,1202
SUMMIT_A_A2,SUMMIT_A_3N_29_M1,902
SUMMIT_A_A2,SUMMIT_A_3N_29_PLG,402
SUMMIT_A_A2,SUMMIT_A_3N_29_W,102
SUMMIT_A_A2,SUMMIT_A_A2,-2
SUMMIT_A_A2,SUMMIT_A_PAD,3040
SUMMIT_A_A2,SUMMIT_A_SEP01,2300
SUMMIT_A_A2,SUMMIT_A_SEP02,2301
SUMMIT_A_A2,SUMMIT_A_SEP03,2302
SUMMIT_A_A2,SUMMIT_A_SEP04,2303
SUMMIT_A_A2,SUMMIT_A_SEP05,2304
SUMMIT_A_A2,SUMMIT_A_SEP06,2305
SUMMIT_A_A3,SUMMIT_A_36C_32O_M1,1100
SUMMIT_A_A3,SUMMIT_A_36C_32W_M1,1200
SUMMIT_A_A3,SUMMIT_A_36C_32_M1,900
SUMMIT_A_A3,SUMMIT_A_36C_32_PLG,400
SUMMIT_A_A3,SUMMIT_A_36C_32_W,100
SUMMIT_A_A3,SUMMIT_A_A3,-2
SUMMIT_A_A3,SUMMIT_A_PAD,3040
SUMMIT_A_A3,SUMMIT_A_SEP07,2306
SUMMIT_A_A3,SUMMIT_A_VRU_M1,901
SUMMIT_B_A1,SUMMIT_B_13C_32O_M1,1105
SUMMIT_B_A1,SUMMIT_B_13C_32W_M1,1205
SUMMIT_B_A1,SUMMIT_B_13C_32_M1,905
SUMMIT_B_A1,SUMMIT_B_13C_32_PT1,3405
SUMMIT_B_A1,SUMMIT_B_13C_32_PT2,3429
SUMMIT_B_A1,SUMMIT_B_13C_32_PT3,3453
SUMMIT_B_A1,SUMMIT_B_13C_32_W,105
SUMMIT_B_A1,SUMMIT_B_13N_32O_M1,1103
SUMMIT_B_A1,SUMMIT_B_13N_32W_M1,1203
SUMMIT_B_A1,SUMMIT_B_13N_32_M1,903
SUMMIT_B_A1,SUMMIT_B_13N_32_PT1,3403
SUMMIT_B_A1,SUMMIT_B_13N_32_PT2,3427
SUMMIT_B_A1,SUMMIT_B_13N_32_PT3,3451
SUMMIT_B_A1,SUMMIT_B_13N_32_W,103
SUMMIT_B_A1,SUMMIT_B_29N_29O_M1,1104
SUMMIT_B_A1,SUMMIT_B_29N_29W_M1,1204
SUMMIT_B_A1,SUMMIT_B_29N_29_M1,904
SUMMIT_B_A1,SUMMIT_B_29N_29_PT1,3404
SUMMIT_B_A1,SUMMIT_B_29N_29_PT2,3428
SUMMIT_B_A1,SUMMIT_B_29N_29_PT3,3452
SUMMIT_B_A1,SUMMIT_B_29N_29_W,104
SUMMIT_B_A1,SUMMIT_B_30N_29O_M1,1101
SUMMIT_B_A1,SUMMIT_B_30N_29W_M1,1201
SUMMIT_B_A1,SUMMIT_B_30N_29_M1,901
SUMMIT_B_A1,SUMMIT_B_30N_29_PT1,3401
SUMMIT_B_A1,SUMMIT_B_30N_29_PT2,3425
SUMMIT_B_A1,SUMMIT_B_30N_29_PT3,3449
SUMMIT_B_A1,SUMMIT_B_30N_29_W,101
SUMMIT_B_A1,SUMMIT_B_34C_32O_M1,1100
SUMMIT_B_A1,SUMMIT_B_34C_32W_M1,1200
SUMMIT_B_A1,SUMMIT_B_34C_32_M1,900
SUMMIT_B_A1,SUMMIT_B_34C_32_PT1,3400
SUMMIT_B_A1,SUMMIT_B_34C_32_PT2,3424
SUMMIT_B_A1,SUMMIT_B_34C_32_PT3,3448
SUMMIT_B_A1,SUMMIT_B_34C_32_W,100
SUMMIT_B_A1,SUMMIT_B_4C_29O_M1,1102
SUMMIT_B_A1,SUMMIT_B_4C_29W_M1,1202
SUMMIT_B_A1,SUMMIT_B_4C_29_M1,902
SUMMIT_B_A1,SUMMIT_B_4C_29_PT1,3402
SUMMIT_B_A1,SUMMIT_B_4C_29_PT2,3426
SUMMIT_B_A1,SUMMIT_B_4C_29_PT3,3450
SUMMIT_B_A1,SUMMIT_B_4C_29_W,102
SUMMIT_B_A1,SUMMIT_B_A1,-2
SUMMIT_B_A1,SUMMIT_B_ANO2_1,3130
SUMMIT_B_A1,SUMMIT_B_BATT1,3190
SUMMIT_B_A1,SUMMIT_B_BATT1_PT2,3690
SUMMIT_B_A1,SUMMIT_B_ECD1,2800
SUMMIT_B_A1,SUMMIT_B_P1,1700
SUMMIT_B_A1,SUMMIT_B_PAD,3040
SUMMIT_B_A1,SUMMIT_B_PT1,3592
SUMMIT_B_A1,SUMMIT_B_SEP01,2300
SUMMIT_B_A1,SUMMIT_B_SEP01_PT1,3632
SUMMIT_B_A1,SUMMIT_B_SEP01_TT1,3666
SUMMIT_B_A1,SUMMIT_B_SEP02,2301
SUMMIT_B_A1,SUMMIT_B_SEP02_PT1,3633
SUMMIT_B_A1,SUMMIT_B_SEP02_TT1,3667
SUMMIT_B_A1,SUMMIT_B_SEP03,2302
SUMMIT_B_A1,SUMMIT_B_SEP03_PT1,3644
SUMMIT_B_A1,SUMMIT_B_SEP03_TT1,3668
SUMMIT_B_A1,SUMMIT_B_SEP04,2303
SUMMIT_B_A1,SUMMIT_B_SEP04_PT1,3645
SUMMIT_B_A1,SUMMIT_B_SEP04_TT1,3669
SUMMIT_B_A1,SUMMIT_B_SEP05,2304
SUMMIT_B_A1,SUMMIT_B_SEP05_PT1,3646
SUMMIT_B_A1,SUMMIT_B_SEP05_TT1,3670
SUMMIT_B_A1,SUMMIT_B_SEP06,2305
SUMMIT_B_A1,SUMMIT_B_SEP06_PT1,3647
SUMMIT_B_A1,SUMMIT_B_SEP06_TT1,3671
SUMMIT_B_A1,SUMMIT_B_SEP07,2306
SUMMIT_B_A1,SUMMIT_B_SEP07_PT1,3648
SUMMIT_B_A1,SUMMIT_B_SEP07_TT1,3672
SUMMIT_B_A1,SUMMIT_B_T1,1650
SUMMIT_B_A1,SUMMIT_B_VRU1,2700
SUMMIT_B_A1,SUMMIT_B_VRU2,2701
SUMMIT_B_A1,SUMMIT_B_VRU_M1,924
SUMMIT_B_A1,SUMMIT_B_W1O_M1,1106
SUMMIT_B_A1,SUMMIT_B_W1W_M1,1206
SUMMIT_B_A1,SUMMIT_B_W1_M1,906
SUMMIT_B_A1,SUMMIT_B_W1_PT1,3406
SUMMIT_B_A1,SUMMIT_B_W1_PT2,3430
SUMMIT_B_A1,SUMMIT_B_W1_PT3,3454
SUMMIT_B_A1,SUMMIT_B_W1_W,106
SUMMIT_B_A2,SUMMIT_A_PAD,3040
SUMMIT_B_A2,SUMMIT_B_13C_32O_M1,1105
SUMMIT_B_A2,SUMMIT_B_13C_32W_M1,1205
SUMMIT_B_A2,SUMMIT_B_13C_32_M1,905
SUMMIT_B_A2,SUMMIT_B_13C_32_PLG,405
SUMMIT_B_A2,SUMMIT_B_13C_32_W,105
SUMMIT_B_A2,SUMMIT_B_13N_32O_M1,1103
SUMMIT_B_A2,SUMMIT_B_13N_32W_M1,1203
SUMMIT_B_A2,SUMMIT_B_13N_32_M1,903
SUMMIT_B_A2,SUMMIT_B_13N_32_PLG,403
SUMMIT_B_A2,SUMMIT_B_13N_32_W,103
SUMMIT_B_A2,SUMMIT_B_29N_29O_M1,1104
SUMMIT_B_A2,SUMMIT_B_29N_29W_M1,1204
SUMMIT_B_A2,SUMMIT_B_29N_29_M1,904
SUMMIT_B_A2,SUMMIT_B_29N_29_PLG,404
SUMMIT_B_A2,SUMMIT_B_29N_29_W,104
SUMMIT_B_A2,SUMMIT_B_30N_29O_M1,1101
SUMMIT_B_A2,SUMMIT_B_30N_29W_M1,1201
SUMMIT_B_A2,SUMMIT_B_30N_29_M1,901
SUMMIT_B_A2,SUMMIT_B_30N_29_PLG,401
SUMMIT_B_A2,SUMMIT_B_30N_29_W,101
SUMMIT_B_A2,SUMMIT_B_34C_32O_M1,1100
SUMMIT_B_A2,SUMMIT_B_34C_32W_M1,1200
SUMMIT_B_A2,SUMMIT_B_34C_32_M1,900
SUMMIT_B_A2,SUMMIT_B_34C_32_PLG,400
SUMMIT_B_A2,SUMMIT_B_34C_32_W,100
SUMMIT_B_A2,SUMMIT_B_4C_29O_M1,1102
SUMMIT_B_A2,SUMMIT_B_4C_29W_M1,1202
SUMMIT_B_A2,SUMMIT_B_4C_29_M1,902
SUMMIT_B_A2,SUMMIT_B_4C_29_PLG,402
SUMMIT_B_A2,SUMMIT_B_4C_29_W,102
SUMMIT_B_A2,SUMMIT_B_A2,-2
SUMMIT_B_A2,SUMMIT_B_SEP01,2300
SUMMIT_B_A2,SUMMIT_B_SEP02,2301
SUMMIT_B_A2,SUMMIT_B_SEP03,2302
SUMMIT_B_A2,SUMMIT_B_SEP04,2303
SUMMIT_B_A2,SUMMIT_B_SEP05,2304
SUMMIT_B_A2,SUMMIT_B_SEP06,2305
SUMMIT_B_A3,SUMMIT_A_PAD,3040
SUMMIT_B_A3,SUMMIT_B_A3,-2
SUMMIT_B_A3,SUMMIT_B_SEP07,2306
SUMMIT_B_A3,SUMMIT_B_VRU_M1,901
SUMMIT_B_A3,SUMMIT_B_W1O_M1,1100
SUMMIT_B_A3,SUMMIT_B_W1W_M1,1200
SUMMIT_B_A3,SUMMIT_B_W1_M1,900
SUMMIT_B_A3,SUMMIT_B_W1_PLG,400
SUMMIT_B_A3,SUMMIT_B_W1_W,100
SWEET_A,SWEET_A,-2
SWEET_A,SWEET_A_31_33_M1,900
SWEET_A,SWEET_A_31_33_PLG,400
SWEET_A,SWEET_A_31_33_W,100
SWEET_A,SWEET_A_BATT1,3190
SWEET_A,SWEET_A_P1,1700
SWEET_A,SWEET_A_PAD,3040
SWEET_A,SWEET_A_SEP1,2300
SWEET_A,SWEET_A_T1,1650
SWEET_B,SWEET_B,-2
SWEET_B,SWEET_B_41_33_M1,900
SWEET_B,SWEET_B_41_33_PLG,400
SWEET_B,SWEET_B_41_33_W,100
SWEET_B,SWEET_B_BATT1,3190
SWEET_B,SWEET_B_P1,1700
SWEET_B,SWEET_B_PAD,3040
SWEET_B,SWEET_B_SEP1,2300
SWEET_B,SWEET_B_T1,1650
TAIPAN_A_1N_15_DHG,COPPER_D_1N_15_PLG,400
TAIPAN_A_1N_15_DHG,COPPER_D_1N_15_W,100
TAIPAN_A_1N_15_DHG,COPPER_D_PAD,3040
TAIPAN_A_1N_15_DHG,TAIPAN_A_1N_15_DHG,-2
THOMSEN_A,THOMSEN_A,-2
THOMSEN_A,THOMSEN_A_12_7_M1,903
THOMSEN_A,THOMSEN_A_12_7_PLG,403
THOMSEN_A,THOMSEN_A_12_7_W,103
THOMSEN_A,THOMSEN_A_7_3_M1,900
THOMSEN_A,THOMSEN_A_7_3_PLG,400
THOMSEN_A,THOMSEN_A_7_3_W,100
THOMSEN_A,THOMSEN_A_7_4_M1,902
THOMSEN_A,THOMSEN_A_7_4_PLG,402
THOMSEN_A,THOMSEN_A_7_4_W,102
THOMSEN_A,THOMSEN_A_7_6_M1,901
THOMSEN_A,THOMSEN_A_7_6_PLG,401
THOMSEN_A,THOMSEN_A_7_6_W,101
THOMSEN_A,THOMSEN_A_BATT1,3190
THOMSEN_A,THOMSEN_A_ECD1,2800
THOMSEN_A,THOMSEN_A_P1,1700
THOMSEN_A,THOMSEN_A_PAD,3040
THOMSEN_A,THOMSEN_A_SEP1,2300
THOMSEN_A,THOMSEN_A_T1,1650
THOMSEN_A,THOMSEN_A_T2,1651
THOM_F,THOM_F,-2
THOM_F,THOM_F_6_33_M1,900
THOM_F,THOM_F_6_33_PLG,400
THOM_F,THOM_F_6_33_W,100
THOM_F,THOM_F_BATT1,3190
THOM_F,THOM_F_ECD1,2800
THOM_F,THOM_F_P1,1700
THOM_F,THOM_F_PAD,3040
THOM_F,THOM_F_SEP1,2300
THOM_F,THOM_F_T1,1650
TINO_A_EFM,TINO_A_4_33_M1,900
TINO_A_EFM,TINO_A_EFM,-2
TINO_A_EFM,TINO_A_EFM_M1,901
TINO_A,NILES_A_PAD,3040
TINO_A,TINO_A,-2
TINO_A,TINO_A_4_33_M1,900
TINO_A,TINO_A_4_33_PLG,400
TINO_A,TINO_A_4_33_W,100
TINO_A,TINO_A_BATT1,3190
TINO_A,TINO_A_ECD1,2800
TINO_A,TINO_A_P1,1700
TINO_A,TINO_A_SEP1,2300
TINO_A,TINO_A_T1,1650
TUTTLE_A,TUTTLE_A,-2
TUTTLE_A,TUTTLE_A_24_7_M1,906
TUTTLE_A,TUTTLE_A_24_7_PLG,406
TUTTLE_A,TUTTLE_A_24_7_W,106
TUTTLE_A,TUTTLE_A_37_7_M1,905
TUTTLE_A,TUTTLE_A_37_7_PLG,405
TUTTLE_A,TUTTLE_A_37_7_W,105
TUTTLE_A,TUTTLE_A_B16_7_M1,908
TUTTLE_A,TUTTLE_A_B16_7_PLG,408
TUTTLE_A,TUTTLE_A_B16_7_W,108
TUTTLE_A,TUTTLE_A_BATT2,3191
TUTTLE_A,TUTTLE_A_ECD1,2800
TUTTLE_A,TUTTLE_A_P1,1700
TUTTLE_A,TUTTLE_A_PAD,3040
TUTTLE_A,TUTTLE_A_SEP1,2300
TUTTLE_A,TUTTLE_A_SEP2,2301
TUTTLE_A,TUTTLE_A_SEP3,2302
TUTTLE_A,TUTTLE_A_T1,1650
TUTTLE_A,TUTTLE_A_T2,1651
TUTTLE_A,TUTTLE_A_T3,1652
TUTTLE_A,TUTTLE_A_VRU1,2700
TUTTLE_B,TUTTLE_B,-2
TUTTLE_B,TUTTLE_B_21_8_M1,903
TUTTLE_B,TUTTLE_B_21_8_PLG,403
TUTTLE_B,TUTTLE_B_21_8_W,103
TUTTLE_B,TUTTLE_B_22_8_M1,902
TUTTLE_B,TUTTLE_B_22_8_PLG,402
TUTTLE_B,TUTTLE_B_22_8_W,102
TUTTLE_B,TUTTLE_B_3_8_M1,900
TUTTLE_B,TUTTLE_B_3_8_PLG,400
TUTTLE_B,TUTTLE_B_3_8_W,100
TUTTLE_B,TUTTLE_B_41_7_M1,905
TUTTLE_B,TUTTLE_B_41_7_PLG,405
TUTTLE_B,TUTTLE_B_41_7_W,105
TUTTLE_B,TUTTLE_B_4_8_M1,904
TUTTLE_B,TUTTLE_B_4_8_PLG,404
TUTTLE_B,TUTTLE_B_4_8_W,104
TUTTLE_B,TUTTLE_B_6_8_M1,901
TUTTLE_B,TUTTLE_B_6_8_PLG,401
TUTTLE_B,TUTTLE_B_6_8_W,101
TUTTLE_B,TUTTLE_B_BATT3,3191
TUTTLE_B,TUTTLE_B_BATT4,3192
TUTTLE_B,TUTTLE_B_ECD1,2800
TUTTLE_B,TUTTLE_B_P1,1700
TUTTLE_B,TUTTLE_B_PAD,3040
TUTTLE_B,TUTTLE_B_SEP1,2300
TUTTLE_B,TUTTLE_B_SEP2,2301
TUTTLE_B,TUTTLE_B_T1,1650
TUTTLE_B,TUTTLE_B_T2,1651
TUTTLE_B,TUTTLE_B_T3,1652
UPRC_D_EFM,UPRC_D_31_16_M1,900
UPRC_D_EFM,UPRC_D_EFM,-2
UPRC_D_EFM,UPRC_D_EFM_M1,901
UPRC_D,UPRC_D,-2
UPRC_D,UPRC_D_31_16_M1,900
UPRC_D,UPRC_D_31_16_PLG,401
UPRC_D,UPRC_D_31_16_W,101
UPRC_D,UPRC_D_PAD,3040
UPRC_D,UPRC_D_SEP2,2301
UPRC_E_EFM,UPRC_E_31_11_M1,900
UPRC_E_EFM,UPRC_E_31_15_M1,901
UPRC_E_EFM,UPRC_E_EFM,-2
UPRC_E_EFM,UPRC_E_EFM_M1,902
UPRC_E,UPRC_E,-2
UPRC_E,UPRC_E_31_11_M1,900
UPRC_E,UPRC_E_31_11_PLG,400
UPRC_E,UPRC_E_31_11_W,100
UPRC_E,UPRC_E_31_15_M1,901
UPRC_E,UPRC_E_31_15_PLG,401
UPRC_E,UPRC_E_31_15_W,101
UPRC_E,UPRC_E_ECD1,2800
UPRC_E,UPRC_E_PAD,3040
UPRC_E,UPRC_E_SEP1,2300
UPRC_I_EFM,UPRC_I_29_13K_M1,900
UPRC_I_EFM,UPRC_I_EFM,-2
UPRC_I_EFM,UPRC_I_EFM_M1,901
UPRC_I,UPRC_I,-2
UPRC_I,UPRC_I_29_13K_M1,900
UPRC_I,UPRC_I_29_13K_PLG,400
UPRC_I,UPRC_I_29_13K_W,100
UPRC_I,UPRC_I_BATT1,3190
UPRC_I,UPRC_I_P1,1700
UPRC_I,UPRC_I_PAD,3040
UPRC_I,UPRC_I_SEP1,2300
UPRC_I,UPRC_I_T1,1650
UPRC_X,UPRC_X,-2
UPRC_X,UPRC_X_11_8I8_M1,900
UPRC_X,UPRC_X_11_8I8_PLG,400
UPRC_X,UPRC_X_11_8I8_W,100
UPRC_X,UPRC_X_BATT1,3190
UPRC_X,UPRC_X_P1,1700
UPRC_X,UPRC_X_PAD,3040
UPRC_X,UPRC_X_SEP1,2300
UPRC_X,UPRC_X_T1,1650
UPRR_38_C,UPRR_38_C,-2
UPRR_38_C,UPRR_38_C_1_13_M1,900
UPRR_38_C,UPRR_38_C_1_13_PLG,400
UPRR_38_C,UPRR_38_C_1_13_W,100
UPRR_38_C,UPRR_38_C_8_13_M1,901
UPRR_38_C,UPRR_38_C_8_13_PLG,401
UPRR_38_C,UPRR_38_C_8_13_W,101
UPRR_38_C,UPRR_38_C_BATT1,3190
UPRR_38_C,UPRR_38_C_ECD1,2800
UPRR_38_C,UPRR_38_C_P1,1700
UPRR_38_C,UPRR_38_C_PAD,3040
UPRR_38_C,UPRR_38_C_SEP1,2300
UPRR_38_C,UPRR_38_C_SEP2,2301
UPRR_38_C,UPRR_38_C_SEP3,2302
UPRR_38_C,UPRR_38_C_T1,1650
UPRR_38_C,UPRR_38_C_T2,1651
UPV_B,UPV_B,-2
UPV_B,UPV_B_11_14_M1,900
UPV_B,UPV_B_11_14_PLG,400
UPV_B,UPV_B_11_14_W,100
UPV_B,UPV_B_BATT1,3190
UPV_B,UPV_B_ECD1,2800
UPV_B,UPV_B_P1,1700
UPV_B,UPV_B_PAD,3040
UPV_B,UPV_B_SEP1,2300
UPV_B,UPV_B_T1,1650
UPV_C,UPV_C,-2
UPV_C,UPV_C_33_8_M1,900
UPV_C,UPV_C_33_8_PLG,400
UPV_C,UPV_C_33_8_W,100
UPV_C,UPV_C_BATT1,3190
UPV_C,UPV_C_ECD1,2800
UPV_C,UPV_C_P1,1700
UPV_C,UPV_C_PAD,3040
UPV_C,UPV_C_SEP1,2300
UPV_C,UPV_C_T1,1650
VARRA_C,VARRA_C,-2
VARRA_C,VARRA_C_31_3_M1,900
VARRA_C,VARRA_C_31_3_PLG,400
VARRA_C,VARRA_C_31_3_W,100
VARRA_C,VARRA_C_31_4_M1,901
VARRA_C,VARRA_C_31_4_PLG,401
VARRA_C,VARRA_C_31_4_W,101
VARRA_C,VARRA_C_31_74_M1,902
VARRA_C,VARRA_C_31_74_PLG,402
VARRA_C,VARRA_C_31_74_W,102
VARRA_C,VARRA_C_31_76_M1,903
VARRA_C,VARRA_C_31_76_PLG,403
VARRA_C,VARRA_C_31_76_W,103
VARRA_C,VARRA_C_BATT1,3190
VARRA_C,VARRA_C_ECD1,2800
VARRA_C,VARRA_C_P1,1700
VARRA_C,VARRA_C_PAD,3040
VARRA_C,VARRA_C_SEP1,2300
VARRA_C,VARRA_C_T2,1651
VARRA_C,VARRA_C_T3,1652
VARRA_C,VARRA_C_T4,1653
VICTOR_G,VICTOR_G,-2
VICTOR_G,VICTOR_G_21_23_M1,900
VICTOR_G,VICTOR_G_21_23_PLG,400
VICTOR_G,VICTOR_G_21_23_W,100
VICTOR_G,VICTOR_G_23_4_M1,901
VICTOR_G,VICTOR_G_23_4_PLG,401
VICTOR_G,VICTOR_G_23_4_W,101
VICTOR_G,VICTOR_G_23_5_M1,903
VICTOR_G,VICTOR_G_23_5_PLG,403
VICTOR_G,VICTOR_G_23_5_W,103
VICTOR_G,VICTOR_G_23_6_M1,902
VICTOR_G,VICTOR_G_23_6_PLG,402
VICTOR_G,VICTOR_G_23_6_W,102
VICTOR_G,VICTOR_G_BATT1,3190
VICTOR_G,VICTOR_G_ECD1,2800
VICTOR_G,VICTOR_G_P1,1700
VICTOR_G,VICTOR_G_PAD,3040
VICTOR_G,VICTOR_G_SEP1,2300
VICTOR_G,VICTOR_G_T1,1650
VICT_A,VICT_A,-2
VICT_A,VICT_A_1_12_M1,900
VICT_A,VICT_A_1_12_PLG,400
VICT_A,VICT_A_1_12_W,100
VICT_A,VICT_A_1_14_M1,901
VICT_A,VICT_A_1_14_PLG,401
VICT_A,VICT_A_1_14_W,101
VICT_A,VICT_A_BATT1,3190
VICT_A,VICT_A_ECD1,2800
VICT_A,VICT_A_P1,1700
VICT_A,VICT_A_PAD,3040
VICT_A,VICT_A_SEP1,2300
VICT_A,VICT_A_T1,1650
VILL_A_A1,VILL_A_18N_17O_M1,1103
VILL_A_A1,VILL_A_18N_17W_M1,1203
VILL_A_A1,VILL_A_18N_17_M1,903
VILL_A_A1,VILL_A_18N_17_PLG,403
VILL_A_A1,VILL_A_18N_17_PT1,3403
VILL_A_A1,VILL_A_18N_17_PT2,3427
VILL_A_A1,VILL_A_18N_17_PT3,3451
VILL_A_A1,VILL_A_18N_17_W,103
VILL_A_A1,VILL_A_28C_17O_M1,1100
VILL_A_A1,VILL_A_28C_17W_M1,1200
VILL_A_A1,VILL_A_28C_17_M1,900
VILL_A_A1,VILL_A_28C_17_PLG,400
VILL_A_A1,VILL_A_28C_17_PT1,3400
VILL_A_A1,VILL_A_28C_17_PT2,3424
VILL_A_A1,VILL_A_28C_17_PT3,3448
VILL_A_A1,VILL_A_28C_17_W,100
VILL_A_A1,VILL_A_29C_17O_M1,1102
VILL_A_A1,VILL_A_29C_17W_M1,1202
VILL_A_A1,VILL_A_29C_17_M1,902
VILL_A_A1,VILL_A_29C_17_PLG,402
VILL_A_A1,VILL_A_29C_17_PT1,3402
VILL_A_A1,VILL_A_29C_17_PT2,3426
VILL_A_A1,VILL_A_29C_17_PT3,3450
VILL_A_A1,VILL_A_29C_17_W,102
VILL_A_A1,VILL_A_30C_17O_M1,1106
VILL_A_A1,VILL_A_30C_17W_M1,1206
VILL_A_A1,VILL_A_30C_17_M1,906
VILL_A_A1,VILL_A_30C_17_PLG,406
VILL_A_A1,VILL_A_30C_17_PT1,3406
VILL_A_A1,VILL_A_30C_17_PT2,3430
